series_id,year,period,value,area_type_code,area_code,measure_code,seasonal,srd_code,area_text,measure_text
LAUCN172030000000003,2025,M13,0.037000000000000005,F,CN1720300000000,03,U,17,"Woodford County, IL",unemployment rate
LAUCN180010000000003,2025,M13,0.034,F,CN1800100000000,03,U,18,"Adams County, IN",unemployment rate
LAUCN180030000000003,2025,M13,0.034,F,CN1800300000000,03,U,18,"Allen County, IN",unemployment rate
LAUCN180050000000003,2025,M13,0.036000000000000004,F,CN1800500000000,03,U,18,"Bartholomew County, IN",unemployment rate
LAUCN180070000000003,2025,M13,0.032,F,CN1800700000000,03,U,18,"Benton County, IN",unemployment rate
LAUCN180090000000003,2025,M13,0.040999999999999995,F,CN1800900000000,03,U,18,"Blackford County, IN",unemployment rate
LAUCN180110000000003,2025,M13,0.027999999999999997,F,CN1801100000000,03,U,18,"Boone County, IN",unemployment rate
LAUCN180130000000003,2025,M13,0.034,F,CN1801300000000,03,U,18,"Brown County, IN",unemployment rate
LAUCN180150000000003,2025,M13,0.034,F,CN1801500000000,03,U,18,"Carroll County, IN",unemployment rate
LAUCN180170000000003,2025,M13,0.042,F,CN1801700000000,03,U,18,"Cass County, IN",unemployment rate
LAUCN180190000000003,2025,M13,0.035,F,CN1801900000000,03,U,18,"Clark County, IN",unemployment rate
LAUCN180210000000003,2025,M13,0.036000000000000004,F,CN1802100000000,03,U,18,"Clay County, IN",unemployment rate
LAUCN180230000000003,2025,M13,0.032,F,CN1802300000000,03,U,18,"Clinton County, IN",unemployment rate
LAUCN180250000000003,2025,M13,0.044000000000000004,F,CN1802500000000,03,U,18,"Crawford County, IN",unemployment rate
LAUCN180270000000003,2025,M13,0.028999999999999998,F,CN1802700000000,03,U,18,"Daviess County, IN",unemployment rate
LAUCN180290000000003,2025,M13,0.035,F,CN1802900000000,03,U,18,"Dearborn County, IN",unemployment rate
LAUCN180310000000003,2025,M13,0.035,F,CN1803100000000,03,U,18,"Decatur County, IN",unemployment rate
LAUCN180330000000003,2025,M13,0.033,F,CN1803300000000,03,U,18,"DeKalb County, IN",unemployment rate
LAUCN180350000000003,2025,M13,0.040999999999999995,F,CN1803500000000,03,U,18,"Delaware County, IN",unemployment rate
LAUCN180370000000003,2025,M13,0.028999999999999998,F,CN1803700000000,03,U,18,"Dubois County, IN",unemployment rate
LAUCN180390000000003,2025,M13,0.039,F,CN1803900000000,03,U,18,"Elkhart County, IN",unemployment rate
LAUCN180410000000003,2025,M13,0.042,F,CN1804100000000,03,U,18,"Fayette County, IN",unemployment rate
LAUCN180430000000003,2025,M13,0.035,F,CN1804300000000,03,U,18,"Floyd County, IN",unemployment rate
LAUCN180450000000003,2025,M13,0.037000000000000005,F,CN1804500000000,03,U,18,"Fountain County, IN",unemployment rate
LAUCN180470000000003,2025,M13,0.033,F,CN1804700000000,03,U,18,"Franklin County, IN",unemployment rate
LAUCN180490000000003,2025,M13,0.039,F,CN1804900000000,03,U,18,"Fulton County, IN",unemployment rate
LAUCN180510000000003,2025,M13,0.03,F,CN1805100000000,03,U,18,"Gibson County, IN",unemployment rate
LAUCN180530000000003,2025,M13,0.042,F,CN1805300000000,03,U,18,"Grant County, IN",unemployment rate
LAUCN180550000000003,2025,M13,0.038,F,CN1805500000000,03,U,18,"Greene County, IN",unemployment rate
LAUCN180570000000003,2025,M13,0.028999999999999998,F,CN1805700000000,03,U,18,"Hamilton County, IN",unemployment rate
LAUCN180590000000003,2025,M13,0.031,F,CN1805900000000,03,U,18,"Hancock County, IN",unemployment rate
LAUCN180610000000003,2025,M13,0.036000000000000004,F,CN1806100000000,03,U,18,"Harrison County, IN",unemployment rate
LAUCN180630000000003,2025,M13,0.03,F,CN1806300000000,03,U,18,"Hendricks County, IN",unemployment rate
LAUCN180650000000003,2025,M13,0.037000000000000005,F,CN1806500000000,03,U,18,"Henry County, IN",unemployment rate
LAUCN180670000000003,2025,M13,0.062,F,CN1806700000000,03,U,18,"Howard County, IN",unemployment rate
LAUCN180690000000003,2025,M13,0.033,F,CN1806900000000,03,U,18,"Huntington County, IN",unemployment rate
LAUCN180710000000003,2025,M13,0.032,F,CN1807100000000,03,U,18,"Jackson County, IN",unemployment rate
LAUCN180730000000003,2025,M13,0.039,F,CN1807300000000,03,U,18,"Jasper County, IN",unemployment rate
LAUCN180750000000003,2025,M13,0.034,F,CN1807500000000,03,U,18,"Jay County, IN",unemployment rate
LAUCN180770000000003,2025,M13,0.037000000000000005,F,CN1807700000000,03,U,18,"Jefferson County, IN",unemployment rate
LAUCN180790000000003,2025,M13,0.036000000000000004,F,CN1807900000000,03,U,18,"Jennings County, IN",unemployment rate
LAUCN180810000000003,2025,M13,0.031,F,CN1808100000000,03,U,18,"Johnson County, IN",unemployment rate
LAUCN180830000000003,2025,M13,0.035,F,CN1808300000000,03,U,18,"Knox County, IN",unemployment rate
LAUCN180850000000003,2025,M13,0.035,F,CN1808500000000,03,U,18,"Kosciusko County, IN",unemployment rate
LAUCN180870000000003,2025,M13,0.033,F,CN1808700000000,03,U,18,"LaGrange County, IN",unemployment rate
LAUCN180890000000003,2025,M13,0.051,F,CN1808900000000,03,U,18,"Lake County, IN",unemployment rate
LAUCN180910000000003,2025,M13,0.040999999999999995,F,CN1809100000000,03,U,18,"LaPorte County, IN",unemployment rate
LAUCN180930000000003,2025,M13,0.036000000000000004,F,CN1809300000000,03,U,18,"Lawrence County, IN",unemployment rate
LAUCN180950000000003,2025,M13,0.037000000000000005,F,CN1809500000000,03,U,18,"Madison County, IN",unemployment rate
LAUCN180970000000003,2025,M13,0.037000000000000005,F,CN1809700000000,03,U,18,"Marion County, IN",unemployment rate
LAUCN180990000000003,2025,M13,0.035,F,CN1809900000000,03,U,18,"Marshall County, IN",unemployment rate
LAUCN181010000000003,2025,M13,0.03,F,CN1810100000000,03,U,18,"Martin County, IN",unemployment rate
LAUCN181030000000003,2025,M13,0.044000000000000004,F,CN1810300000000,03,U,18,"Miami County, IN",unemployment rate
LAUCN181050000000003,2025,M13,0.033,F,CN1810500000000,03,U,18,"Monroe County, IN",unemployment rate
LAUCN181070000000003,2025,M13,0.03,F,CN1810700000000,03,U,18,"Montgomery County, IN",unemployment rate
LAUCN181090000000003,2025,M13,0.034,F,CN1810900000000,03,U,18,"Morgan County, IN",unemployment rate
LAUCN181110000000003,2025,M13,0.040999999999999995,F,CN1811100000000,03,U,18,"Newton County, IN",unemployment rate
LAUCN181130000000003,2025,M13,0.034,F,CN1811300000000,03,U,18,"Noble County, IN",unemployment rate
LAUCN181150000000003,2025,M13,0.035,F,CN1811500000000,03,U,18,"Ohio County, IN",unemployment rate
LAUCN181170000000003,2025,M13,0.037000000000000005,F,CN1811700000000,03,U,18,"Orange County, IN",unemployment rate
LAUCN181190000000003,2025,M13,0.037000000000000005,F,CN1811900000000,03,U,18,"Owen County, IN",unemployment rate
LAUCN181210000000003,2025,M13,0.039,F,CN1812100000000,03,U,18,"Parke County, IN",unemployment rate
LAUCN181230000000003,2025,M13,0.034,F,CN1812300000000,03,U,18,"Perry County, IN",unemployment rate
LAUCN181250000000003,2025,M13,0.037000000000000005,F,CN1812500000000,03,U,18,"Pike County, IN",unemployment rate
LAUCN181270000000003,2025,M13,0.04,F,CN1812700000000,03,U,18,"Porter County, IN",unemployment rate
LAUCN181290000000003,2025,M13,0.033,F,CN1812900000000,03,U,18,"Posey County, IN",unemployment rate
LAUCN181310000000003,2025,M13,0.028999999999999998,F,CN1813100000000,03,U,18,"Pulaski County, IN",unemployment rate
LAUCN181330000000003,2025,M13,0.036000000000000004,F,CN1813300000000,03,U,18,"Putnam County, IN",unemployment rate
LAUCN181350000000003,2025,M13,0.038,F,CN1813500000000,03,U,18,"Randolph County, IN",unemployment rate
LAUCN181370000000003,2025,M13,0.034,F,CN1813700000000,03,U,18,"Ripley County, IN",unemployment rate
LAUCN181390000000003,2025,M13,0.034,F,CN1813900000000,03,U,18,"Rush County, IN",unemployment rate
LAUCN181410000000003,2025,M13,0.040999999999999995,F,CN1814100000000,03,U,18,"St. Joseph County, IN",unemployment rate
LAUCN181430000000003,2025,M13,0.043,F,CN1814300000000,03,U,18,"Scott County, IN",unemployment rate
LAUCN181450000000003,2025,M13,0.033,F,CN1814500000000,03,U,18,"Shelby County, IN",unemployment rate
LAUCN181470000000003,2025,M13,0.033,F,CN1814700000000,03,U,18,"Spencer County, IN",unemployment rate
LAUCN181490000000003,2025,M13,0.048,F,CN1814900000000,03,U,18,"Starke County, IN",unemployment rate
LAUCN181510000000003,2025,M13,0.036000000000000004,F,CN1815100000000,03,U,18,"Steuben County, IN",unemployment rate
LAUCN181530000000003,2025,M13,0.035,F,CN1815300000000,03,U,18,"Sullivan County, IN",unemployment rate
LAUCN181550000000003,2025,M13,0.042,F,CN1815500000000,03,U,18,"Switzerland County, IN",unemployment rate
LAUCN181570000000003,2025,M13,0.035,F,CN1815700000000,03,U,18,"Tippecanoe County, IN",unemployment rate
LAUCN181590000000003,2025,M13,0.037000000000000005,F,CN1815900000000,03,U,18,"Tipton County, IN",unemployment rate
LAUCN181610000000003,2025,M13,0.027000000000000003,F,CN1816100000000,03,U,18,"Union County, IN",unemployment rate
LAUCN181630000000003,2025,M13,0.035,F,CN1816300000000,03,U,18,"Vanderburgh County, IN",unemployment rate
LAUCN181650000000003,2025,M13,0.042,F,CN1816500000000,03,U,18,"Vermillion County, IN",unemployment rate
LAUCN181670000000003,2025,M13,0.039,F,CN1816700000000,03,U,18,"Vigo County, IN",unemployment rate
LAUCN181690000000003,2025,M13,0.035,F,CN1816900000000,03,U,18,"Wabash County, IN",unemployment rate
LAUCN181710000000003,2025,M13,0.032,F,CN1817100000000,03,U,18,"Warren County, IN",unemployment rate
LAUCN181730000000003,2025,M13,0.032,F,CN1817300000000,03,U,18,"Warrick County, IN",unemployment rate
LAUCN181750000000003,2025,M13,0.036000000000000004,F,CN1817500000000,03,U,18,"Washington County, IN",unemployment rate
LAUCN181770000000003,2025,M13,0.038,F,CN1817700000000,03,U,18,"Wayne County, IN",unemployment rate
LAUCN181790000000003,2025,M13,0.028999999999999998,F,CN1817900000000,03,U,18,"Wells County, IN",unemployment rate
LAUCN181810000000003,2025,M13,0.036000000000000004,F,CN1818100000000,03,U,18,"White County, IN",unemployment rate
LAUCN181830000000003,2025,M13,0.032,F,CN1818300000000,03,U,18,"Whitley County, IN",unemployment rate
LAUCN190010000000003,2025,M13,0.025,F,CN1900100000000,03,U,19,"Adair County, IA",unemployment rate
LAUCN190030000000003,2025,M13,0.027000000000000003,F,CN1900300000000,03,U,19,"Adams County, IA",unemployment rate
LAUCN190050000000003,2025,M13,0.042,F,CN1900500000000,03,U,19,"Allamakee County, IA",unemployment rate
LAUCN190070000000003,2025,M13,0.04,F,CN1900700000000,03,U,19,"Appanoose County, IA",unemployment rate
LAUCN190090000000003,2025,M13,0.027999999999999997,F,CN1900900000000,03,U,19,"Audubon County, IA",unemployment rate
LAUCN190110000000003,2025,M13,0.033,F,CN1901100000000,03,U,19,"Benton County, IA",unemployment rate
LAUCN190130000000003,2025,M13,0.040999999999999995,F,CN1901300000000,03,U,19,"Black Hawk County, IA",unemployment rate
LAUCN190150000000003,2025,M13,0.031,F,CN1901500000000,03,U,19,"Boone County, IA",unemployment rate
LAUCN190170000000003,2025,M13,0.033,F,CN1901700000000,03,U,19,"Bremer County, IA",unemployment rate
LAUCN190190000000003,2025,M13,0.035,F,CN1901900000000,03,U,19,"Buchanan County, IA",unemployment rate
LAUCN190210000000003,2025,M13,0.03,F,CN1902100000000,03,U,19,"Buena Vista County, IA",unemployment rate
LAUCN190230000000003,2025,M13,0.039,F,CN1902300000000,03,U,19,"Butler County, IA",unemployment rate
LAUCN190250000000003,2025,M13,0.031,F,CN1902500000000,03,U,19,"Calhoun County, IA",unemployment rate
LAUCN190270000000003,2025,M13,0.024,F,CN1902700000000,03,U,19,"Carroll County, IA",unemployment rate
LAUCN190290000000003,2025,M13,0.032,F,CN1902900000000,03,U,19,"Cass County, IA",unemployment rate
LAUCN190310000000003,2025,M13,0.033,F,CN1903100000000,03,U,19,"Cedar County, IA",unemployment rate
LAUCN190330000000003,2025,M13,0.034,F,CN1903300000000,03,U,19,"Cerro Gordo County, IA",unemployment rate
LAUCN190350000000003,2025,M13,0.026000000000000002,F,CN1903500000000,03,U,19,"Cherokee County, IA",unemployment rate
LAUCN190370000000003,2025,M13,0.028999999999999998,F,CN1903700000000,03,U,19,"Chickasaw County, IA",unemployment rate
LAUCN190390000000003,2025,M13,0.032,F,CN1903900000000,03,U,19,"Clarke County, IA",unemployment rate
LAUCN190410000000003,2025,M13,0.032,F,CN1904100000000,03,U,19,"Clay County, IA",unemployment rate
LAUCN190430000000003,2025,M13,0.043,F,CN1904300000000,03,U,19,"Clayton County, IA",unemployment rate
LAUCN190450000000003,2025,M13,0.045,F,CN1904500000000,03,U,19,"Clinton County, IA",unemployment rate
LAUCN190470000000003,2025,M13,0.046,F,CN1904700000000,03,U,19,"Crawford County, IA",unemployment rate
LAUCN190490000000003,2025,M13,0.031,F,CN1904900000000,03,U,19,"Dallas County, IA",unemployment rate
LAUCN190510000000003,2025,M13,0.033,F,CN1905100000000,03,U,19,"Davis County, IA",unemployment rate
LAUCN190530000000003,2025,M13,0.033,F,CN1905300000000,03,U,19,"Decatur County, IA",unemployment rate
LAUCN190550000000003,2025,M13,0.031,F,CN1905500000000,03,U,19,"Delaware County, IA",unemployment rate
LAUCN190570000000003,2025,M13,0.042,F,CN1905700000000,03,U,19,"Des Moines County, IA",unemployment rate
LAUCN190590000000003,2025,M13,0.034,F,CN1905900000000,03,U,19,"Dickinson County, IA",unemployment rate
LAUCN190610000000003,2025,M13,0.035,F,CN1906100000000,03,U,19,"Dubuque County, IA",unemployment rate
LAUCN190630000000003,2025,M13,0.038,F,CN1906300000000,03,U,19,"Emmet County, IA",unemployment rate
LAUCN190650000000003,2025,M13,0.038,F,CN1906500000000,03,U,19,"Fayette County, IA",unemployment rate
LAUCN190670000000003,2025,M13,0.039,F,CN1906700000000,03,U,19,"Floyd County, IA",unemployment rate
LAUCN190690000000003,2025,M13,0.035,F,CN1906900000000,03,U,19,"Franklin County, IA",unemployment rate
LAUCN190710000000003,2025,M13,0.035,F,CN1907100000000,03,U,19,"Fremont County, IA",unemployment rate
LAUCN190730000000003,2025,M13,0.034,F,CN1907300000000,03,U,19,"Greene County, IA",unemployment rate
LAUCN190750000000003,2025,M13,0.032,F,CN1907500000000,03,U,19,"Grundy County, IA",unemployment rate
LAUCN190770000000003,2025,M13,0.035,F,CN1907700000000,03,U,19,"Guthrie County, IA",unemployment rate
LAUCN190790000000003,2025,M13,0.027999999999999997,F,CN1907900000000,03,U,19,"Hamilton County, IA",unemployment rate
LAUCN190810000000003,2025,M13,0.031,F,CN1908100000000,03,U,19,"Hancock County, IA",unemployment rate
LAUCN190830000000003,2025,M13,0.031,F,CN1908300000000,03,U,19,"Hardin County, IA",unemployment rate
LAUCN190850000000003,2025,M13,0.027999999999999997,F,CN1908500000000,03,U,19,"Harrison County, IA",unemployment rate
LAUCN190870000000003,2025,M13,0.035,F,CN1908700000000,03,U,19,"Henry County, IA",unemployment rate
LAUCN190890000000003,2025,M13,0.032,F,CN1908900000000,03,U,19,"Howard County, IA",unemployment rate
LAUCN190910000000003,2025,M13,0.032,F,CN1909100000000,03,U,19,"Humboldt County, IA",unemployment rate
LAUCN190930000000003,2025,M13,0.03,F,CN1909300000000,03,U,19,"Ida County, IA",unemployment rate
LAUCN190950000000003,2025,M13,0.038,F,CN1909500000000,03,U,19,"Iowa County, IA",unemployment rate
LAUCN190970000000003,2025,M13,0.040999999999999995,F,CN1909700000000,03,U,19,"Jackson County, IA",unemployment rate
LAUCN190990000000003,2025,M13,0.036000000000000004,F,CN1909900000000,03,U,19,"Jasper County, IA",unemployment rate
LAUCN191010000000003,2025,M13,0.036000000000000004,F,CN1910100000000,03,U,19,"Jefferson County, IA",unemployment rate
LAUCN191030000000003,2025,M13,0.027000000000000003,F,CN1910300000000,03,U,19,"Johnson County, IA",unemployment rate
LAUCN191050000000003,2025,M13,0.042,F,CN1910500000000,03,U,19,"Jones County, IA",unemployment rate
LAUCN191070000000003,2025,M13,0.035,F,CN1910700000000,03,U,19,"Keokuk County, IA",unemployment rate
LAUCN191090000000003,2025,M13,0.028999999999999998,F,CN1910900000000,03,U,19,"Kossuth County, IA",unemployment rate
LAUCN191110000000003,2025,M13,0.04,F,CN1911100000000,03,U,19,"Lee County, IA",unemployment rate
LAUCN191130000000003,2025,M13,0.038,F,CN1911300000000,03,U,19,"Linn County, IA",unemployment rate
LAUCN191150000000003,2025,M13,0.038,F,CN1911500000000,03,U,19,"Louisa County, IA",unemployment rate
LAUCN191170000000003,2025,M13,0.038,F,CN1911700000000,03,U,19,"Lucas County, IA",unemployment rate
LAUCN191190000000003,2025,M13,0.026000000000000002,F,CN1911900000000,03,U,19,"Lyon County, IA",unemployment rate
LAUCN191210000000003,2025,M13,0.033,F,CN1912100000000,03,U,19,"Madison County, IA",unemployment rate
LAUCN191230000000003,2025,M13,0.027999999999999997,F,CN1912300000000,03,U,19,"Mahaska County, IA",unemployment rate
LAUCN191250000000003,2025,M13,0.027999999999999997,F,CN1912500000000,03,U,19,"Marion County, IA",unemployment rate
LAUCN191270000000003,2025,M13,0.064,F,CN1912700000000,03,U,19,"Marshall County, IA",unemployment rate
LAUCN191290000000003,2025,M13,0.036000000000000004,F,CN1912900000000,03,U,19,"Mills County, IA",unemployment rate
LAUCN191310000000003,2025,M13,0.027999999999999997,F,CN1913100000000,03,U,19,"Mitchell County, IA",unemployment rate
LAUCN191330000000003,2025,M13,0.03,F,CN1913300000000,03,U,19,"Monona County, IA",unemployment rate
LAUCN191350000000003,2025,M13,0.04,F,CN1913500000000,03,U,19,"Monroe County, IA",unemployment rate
LAUCN191370000000003,2025,M13,0.028999999999999998,F,CN1913700000000,03,U,19,"Montgomery County, IA",unemployment rate
LAUCN191390000000003,2025,M13,0.038,F,CN1913900000000,03,U,19,"Muscatine County, IA",unemployment rate
LAUCN191410000000003,2025,M13,0.027000000000000003,F,CN1914100000000,03,U,19,"O'Brien County, IA",unemployment rate
LAUCN191430000000003,2025,M13,0.023,F,CN1914300000000,03,U,19,"Osceola County, IA",unemployment rate
LAUCN191450000000003,2025,M13,0.028999999999999998,F,CN1914500000000,03,U,19,"Page County, IA",unemployment rate
LAUCN191470000000003,2025,M13,0.027000000000000003,F,CN1914700000000,03,U,19,"Palo Alto County, IA",unemployment rate
LAUCN191490000000003,2025,M13,0.026000000000000002,F,CN1914900000000,03,U,19,"Plymouth County, IA",unemployment rate
LAUCN191510000000003,2025,M13,0.035,F,CN1915100000000,03,U,19,"Pocahontas County, IA",unemployment rate
LAUCN191530000000003,2025,M13,0.037000000000000005,F,CN1915300000000,03,U,19,"Polk County, IA",unemployment rate
LAUCN191550000000003,2025,M13,0.038,F,CN1915500000000,03,U,19,"Pottawattamie County, IA",unemployment rate
LAUCN191570000000003,2025,M13,0.033,F,CN1915700000000,03,U,19,"Poweshiek County, IA",unemployment rate
LAUCN191590000000003,2025,M13,0.028999999999999998,F,CN1915900000000,03,U,19,"Ringgold County, IA",unemployment rate
LAUCN191610000000003,2025,M13,0.032,F,CN1916100000000,03,U,19,"Sac County, IA",unemployment rate
LAUCN191630000000003,2025,M13,0.043,F,CN1916300000000,03,U,19,"Scott County, IA",unemployment rate
LAUCN191650000000003,2025,M13,0.027999999999999997,F,CN1916500000000,03,U,19,"Shelby County, IA",unemployment rate
LAUCN191670000000003,2025,M13,0.023,F,CN1916700000000,03,U,19,"Sioux County, IA",unemployment rate
LAUCN191690000000003,2025,M13,0.028999999999999998,F,CN1916900000000,03,U,19,"Story County, IA",unemployment rate
LAUCN191710000000003,2025,M13,0.048,F,CN1917100000000,03,U,19,"Tama County, IA",unemployment rate
LAUCN191730000000003,2025,M13,0.024,F,CN1917300000000,03,U,19,"Taylor County, IA",unemployment rate
LAUCN191750000000003,2025,M13,0.035,F,CN1917500000000,03,U,19,"Union County, IA",unemployment rate
LAUCN191770000000003,2025,M13,0.035,F,CN1917700000000,03,U,19,"Van Buren County, IA",unemployment rate
LAUCN191790000000003,2025,M13,0.043,F,CN1917900000000,03,U,19,"Wapello County, IA",unemployment rate
LAUCN191810000000003,2025,M13,0.032,F,CN1918100000000,03,U,19,"Warren County, IA",unemployment rate
LAUCN191830000000003,2025,M13,0.027000000000000003,F,CN1918300000000,03,U,19,"Washington County, IA",unemployment rate
LAUCN191850000000003,2025,M13,0.031,F,CN1918500000000,03,U,19,"Wayne County, IA",unemployment rate
LAUCN191870000000003,2025,M13,0.036000000000000004,F,CN1918700000000,03,U,19,"Webster County, IA",unemployment rate
LAUCN191890000000003,2025,M13,0.035,F,CN1918900000000,03,U,19,"Winnebago County, IA",unemployment rate
LAUCN191910000000003,2025,M13,0.032,F,CN1919100000000,03,U,19,"Winneshiek County, IA",unemployment rate
LAUCN191930000000003,2025,M13,0.035,F,CN1919300000000,03,U,19,"Woodbury County, IA",unemployment rate
LAUCN191950000000003,2025,M13,0.03,F,CN1919500000000,03,U,19,"Worth County, IA",unemployment rate
LAUCN191970000000003,2025,M13,0.028999999999999998,F,CN1919700000000,03,U,19,"Wright County, IA",unemployment rate
LAUCN200010000000003,2025,M13,0.040999999999999995,F,CN2000100000000,03,U,20,"Allen County, KS",unemployment rate
LAUCN200030000000003,2025,M13,0.037000000000000005,F,CN2000300000000,03,U,20,"Anderson County, KS",unemployment rate
LAUCN200050000000003,2025,M13,0.040999999999999995,F,CN2000500000000,03,U,20,"Atchison County, KS",unemployment rate
LAUCN200070000000003,2025,M13,0.032,F,CN2000700000000,03,U,20,"Barber County, KS",unemployment rate
LAUCN200090000000003,2025,M13,0.037000000000000005,F,CN2000900000000,03,U,20,"Barton County, KS",unemployment rate
LAUCN200110000000003,2025,M13,0.054000000000000006,F,CN2001100000000,03,U,20,"Bourbon County, KS",unemployment rate
LAUCN200130000000003,2025,M13,0.044000000000000004,F,CN2001300000000,03,U,20,"Brown County, KS",unemployment rate
LAUCN200150000000003,2025,M13,0.038,F,CN2001500000000,03,U,20,"Butler County, KS",unemployment rate
LAUCN200170000000003,2025,M13,0.04,F,CN2001700000000,03,U,20,"Chase County, KS",unemployment rate
LAUCN200190000000003,2025,M13,0.045,F,CN2001900000000,03,U,20,"Chautauqua County, KS",unemployment rate
LAUCN200210000000003,2025,M13,0.04,F,CN2002100000000,03,U,20,"Cherokee County, KS",unemployment rate
LAUCN200230000000003,2025,M13,0.033,F,CN2002300000000,03,U,20,"Cheyenne County, KS",unemployment rate
LAUCN200250000000003,2025,M13,0.03,F,CN2002500000000,03,U,20,"Clark County, KS",unemployment rate
LAUCN200270000000003,2025,M13,0.035,F,CN2002700000000,03,U,20,"Clay County, KS",unemployment rate
LAUCN200290000000003,2025,M13,0.033,F,CN2002900000000,03,U,20,"Cloud County, KS",unemployment rate
LAUCN200310000000003,2025,M13,0.044000000000000004,F,CN2003100000000,03,U,20,"Coffey County, KS",unemployment rate
LAUCN200330000000003,2025,M13,0.031,F,CN2003300000000,03,U,20,"Comanche County, KS",unemployment rate
LAUCN200350000000003,2025,M13,0.042,F,CN2003500000000,03,U,20,"Cowley County, KS",unemployment rate
LAUCN200370000000003,2025,M13,0.046,F,CN2003700000000,03,U,20,"Crawford County, KS",unemployment rate
LAUCN200390000000003,2025,M13,0.032,F,CN2003900000000,03,U,20,"Decatur County, KS",unemployment rate
LAUCN200410000000003,2025,M13,0.037000000000000005,F,CN2004100000000,03,U,20,"Dickinson County, KS",unemployment rate
LAUCN200430000000003,2025,M13,0.04,F,CN2004300000000,03,U,20,"Doniphan County, KS",unemployment rate
LAUCN200450000000003,2025,M13,0.035,F,CN2004500000000,03,U,20,"Douglas County, KS",unemployment rate
LAUCN200470000000003,2025,M13,0.033,F,CN2004700000000,03,U,20,"Edwards County, KS",unemployment rate
LAUCN200490000000003,2025,M13,0.044000000000000004,F,CN2004900000000,03,U,20,"Elk County, KS",unemployment rate
LAUCN200510000000003,2025,M13,0.03,F,CN2005100000000,03,U,20,"Ellis County, KS",unemployment rate
LAUCN200530000000003,2025,M13,0.032,F,CN2005300000000,03,U,20,"Ellsworth County, KS",unemployment rate
LAUCN200550000000003,2025,M13,0.028999999999999998,F,CN2005500000000,03,U,20,"Finney County, KS",unemployment rate
LAUCN200570000000003,2025,M13,0.03,F,CN2005700000000,03,U,20,"Ford County, KS",unemployment rate
LAUCN200590000000003,2025,M13,0.039,F,CN2005900000000,03,U,20,"Franklin County, KS",unemployment rate
LAUCN200610000000003,2025,M13,0.047,F,CN2006100000000,03,U,20,"Geary County, KS",unemployment rate
LAUCN200630000000003,2025,M13,0.036000000000000004,F,CN2006300000000,03,U,20,"Gove County, KS",unemployment rate
LAUCN200650000000003,2025,M13,0.043,F,CN2006500000000,03,U,20,"Graham County, KS",unemployment rate
LAUCN200670000000003,2025,M13,0.037000000000000005,F,CN2006700000000,03,U,20,"Grant County, KS",unemployment rate
LAUCN200690000000003,2025,M13,0.026000000000000002,F,CN2006900000000,03,U,20,"Gray County, KS",unemployment rate
LAUCN200710000000003,2025,M13,0.034,F,CN2007100000000,03,U,20,"Greeley County, KS",unemployment rate
LAUCN200730000000003,2025,M13,0.043,F,CN2007300000000,03,U,20,"Greenwood County, KS",unemployment rate
LAUCN200750000000003,2025,M13,0.027999999999999997,F,CN2007500000000,03,U,20,"Hamilton County, KS",unemployment rate
LAUCN200770000000003,2025,M13,0.035,F,CN2007700000000,03,U,20,"Harper County, KS",unemployment rate
LAUCN200790000000003,2025,M13,0.039,F,CN2007900000000,03,U,20,"Harvey County, KS",unemployment rate
LAUCN200810000000003,2025,M13,0.031,F,CN2008100000000,03,U,20,"Haskell County, KS",unemployment rate
LAUCN200830000000003,2025,M13,0.034,F,CN2008300000000,03,U,20,"Hodgeman County, KS",unemployment rate
LAUCN200850000000003,2025,M13,0.033,F,CN2008500000000,03,U,20,"Jackson County, KS",unemployment rate
LAUCN200870000000003,2025,M13,0.035,F,CN2008700000000,03,U,20,"Jefferson County, KS",unemployment rate
LAUCN200890000000003,2025,M13,0.046,F,CN2008900000000,03,U,20,"Jewell County, KS",unemployment rate
LAUCN200910000000003,2025,M13,0.035,F,CN2009100000000,03,U,20,"Johnson County, KS",unemployment rate
LAUCN200930000000003,2025,M13,0.033,F,CN2009300000000,03,U,20,"Kearny County, KS",unemployment rate
LAUCN200950000000003,2025,M13,0.03,F,CN2009500000000,03,U,20,"Kingman County, KS",unemployment rate
LAUCN200970000000003,2025,M13,0.033,F,CN2009700000000,03,U,20,"Kiowa County, KS",unemployment rate
LAUCN200990000000003,2025,M13,0.039,F,CN2009900000000,03,U,20,"Labette County, KS",unemployment rate
LAUCN201010000000003,2025,M13,0.040999999999999995,F,CN2010100000000,03,U,20,"Lane County, KS",unemployment rate
LAUCN201030000000003,2025,M13,0.040999999999999995,F,CN2010300000000,03,U,20,"Leavenworth County, KS",unemployment rate
LAUCN201050000000003,2025,M13,0.040999999999999995,F,CN2010500000000,03,U,20,"Lincoln County, KS",unemployment rate
LAUCN201070000000003,2025,M13,0.052000000000000005,F,CN2010700000000,03,U,20,"Linn County, KS",unemployment rate
LAUCN201090000000003,2025,M13,0.027999999999999997,F,CN2010900000000,03,U,20,"Logan County, KS",unemployment rate
LAUCN201110000000003,2025,M13,0.048,F,CN2011100000000,03,U,20,"Lyon County, KS",unemployment rate
LAUCN201130000000003,2025,M13,0.031,F,CN2011300000000,03,U,20,"McPherson County, KS",unemployment rate
LAUCN201150000000003,2025,M13,0.037000000000000005,F,CN2011500000000,03,U,20,"Marion County, KS",unemployment rate
