Announcement Date,Parent Company,Company,Facility Name,Phase,City,State,Manufacturing Focus,Component Category,EV/Battery Production,Announcement Effective Year,Existing Union?,Announced EV Investment,Announced EV Jobs,Congressional District,30D Eligible (Defunct),Federal Funding Received,Federal Program,Source
7/11/24,Blue Bird,Blue Bird,Blue Bird Conversion Facility,Original,,GA,Heavy-Duty (Class 7-8),Vehicle Assembly,Planned,,Good Evidence,"$160,000,000",428,,No Evidence,"$79,728,146",Domestic Manufacturing Conversion Grant Program,https://investors.blue-bird.com/news-financial-reporting/press-releases/news-details/2024/Blue-Bird-Selected-to-Receive-80-Million-Federal-Grant-to-Expand-Electric-Vehicle-Manufacturing/default.aspx
7/11/24,Cummins,Cummins,Cummins Columbus Engine Plant,Expansion 1,Columbus,IN,Parts,Electric Powertrains,Planned,,Some Evidence,"$150,000,000",250,IN06,No Evidence,"$75,000,000",Domestic Manufacturing Conversion Grant Program,"https://fox59.com/indiana-news/columbus-kokomo-auto-facilities-to-receive-multi-million-investment-from-doe/#:~:text=The%20release%20said%20Cummins%20in,%E2%80%9Cleader%20in%20electrified%20technologies.%E2%80%9D"
7/11/24,General Motors,General Motors,Lansing Grand River,Expansion 1,Lansing,MI,Light-Duty (Class 1-2),Vehicle Assembly,Planned,,Good Evidence,"$150,000,000",700,MI07,No Evidence,"$500,000,000",Domestic Manufacturing Conversion Grant Program,https://news.gm.com/newsroom.detail.html/Pages/news/us/en/2024/jul/0711-lgr.html
7/11/24,Hyundai Motor Group,Hyundai Mobis,Mobis North Toledo Battery Assembly Facility,Expansion 1,Toledo,OH,Batteries,Modules,Under Construction,2024,No Evidence,"$32,617,879",,OH09,No Evidence,"$8,154,470",Domestic Manufacturing Conversion Grant Program,https://www.toledoblade.com/business/development/2024/07/11/32-million-federal-grant-helps-grow-ev-operations-in-toledo/stories/20240710125
7/11/24,Hyundai Motor Group,Hyundai Mobis,Mobis Toledo Assembly Plant,Original,Toledo,OH,Light-Duty (Class 1-2),Vehicle Assembly,Planned,,Good Evidence,"$32,617,879",383,OH09,No Evidence,"$16,308,940",Domestic Manufacturing Conversion Grant Program,https://www.toledoblade.com/business/development/2024/07/11/32-million-federal-grant-helps-grow-ev-operations-in-toledo/stories/20240710125
7/11/24,Stellantis,Stellantis,Belvidere Assembly Plant,Original,Belvidere,IL,Light-Duty (Class 1-2),Vehicle Assembly,Under Construction,2027,Good Evidence,"$1,500,000,000","1,500",IL16,No Evidence,$0,Domestic Manufacturing Conversion Grant Program,https://gov-pritzker-newsroom.prezly.com/governor-pritzker-announces-334-million-domestic-manufacturing-conversion-grant-from-the-us-department-of-energy
7/11/24,Stellantis,Stellantis,Indiana Transmission Plant,Expansion 1,Kokomo,IN,Parts,EV Drive Units,Planned,,Good Evidence,"$249,999,999",585,IN05,No Evidence,"$249,999,999",Domestic Manufacturing Conversion Grant Program,"https://www.insideindianabusiness.com/articles/biden-administration-awards-325m-to-upgrade-indiana-plants-for-ev-components-production#:~:text=Stellantis%20will%20receive%20%24250%20million,and%20upskilling%20of%20585%20employees."
7/11/24,ZF Fridrichshafen AG,ZF,ZF Axle Drives Marysville,Original,Marysville,MI,Parts,Electric Axles,Canceled,,Good Evidence,"$157,714,011",536,MI09,No Evidence,,Domestic Manufacturing Conversion Grant Program,https://www.stabenow.senate.gov/news/senators-stabenow-peters-applaud-a-more-than-657-million-federal-investment-to-convert-auto-plants-in-lansing-and-maryville-for-electric-vehicle-production
6/24/24,ElringKlinger,ElringKlinger,ElringKlinger Pickens Manufacturing Facility,Original,,SC,Batteries,Battery Pack Components,Operational,2025,No Evidence,"$40,300,000",115,SC03,No Evidence,$0,None,https://governor.sc.gov/news/2024-06/elringklinger-group-selects-pickens-county-establish-first-south-carolina-operation
6/11/24,ElectricFish,ElectricFish,ElectricFish Charging Infrastructure Facility,Original,San Carlos,CA,EV Charging,Charging Units,Operational,2024,No Evidence,,,CA15,No Evidence,$0,None,https://www.morningstar.com/news/business-wire/20240610236797/electricfish-opens-first-intelligent-grid-ev-infrastructure-manufacturing-facility-in-california
6/10/24,"LG Corporation, Toyota Motor Company",Green Metals Battery Innovations,Green Metals North Carolina Battery Recycling Facility,Original,Liberty,NC,Battery Recycling,Recycling,Planned,2025,No Evidence,"$19,800,000",47,NC09,No Evidence,$0,None,https://www.wfmynews2.com/article/news/community/a-new-electric-vehicle-battery-waste-handling-plant-coming-to-liberty-north-carolina/83-6591ce60-63aa-435d-a2be-9937f028d48e
5/9/24,General Motors,General Motors,GM Fairfax Assembly Plant,Original,Kansas City,KS,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2025,Good Evidence,"$390,000,000",,KS02,Good Evidence,$0,None,https://www.kshb.com/news/local-news/gm-to-retire-malibu-retool-kck-fairfax-assembly-plant-for-bolt-ev
5/2/24,Green New Energy Materials,Green New Energy Materials,GNEM Denver Facility,Original,Denver,NC,Batteries,Separators,Planned,,No Evidence,"$70,000,000",273,NC10,No Evidence,$0,None,"https://governor.nc.gov/news/press-releases/2024/05/02/north-carolinas-success-clean-energy-economy-continues-545-new-jobs-coming-lincoln-county#:~:text=GNEM's%20project%20in%20North%20Carolina,state's%20economy%20by%20%241.15%20billion."
5/2/24,Rivian,Rivian,Normal Factory,Expansion 1,Normal,IL,Multiple Classes,Vehicle Assembly,Operational,2026,No Evidence,"$1,500,000,000",550,IL17,Good Evidence,$0,None,https://gov-pritzker-newsroom.prezly.com/gov-pritzker-and-rivian-announce-15-billion-investment-in-normal-facility
4/26/24,Tesla,Tesla,Gigafactory Nevada,Update,Sparks,NV,Batteries,Packs,Operational,2025,No Evidence,,-693,NV02,No Evidence,$0,None,https://www.reviewjournal.com/business/tesla-to-lay-off-nearly-700-in-nevada-as-car-sales-slump-3041005/?utm_campaign=widget&utm_medium=section_row&utm_source=entertainment&utm_term=Tesla+to+lay+off+nearly+700+in+Nevada+as+car+sales+slump&utm_medium=email
4/25/24,Toyota Motor Company,Toyota,Toyota Motor Manufacturing Indiana,Expansion 1,Princeton,IN,Batteries,Packs,Canceled,2026,No Evidence,"$700,000,000",170,IN08,No Evidence,$0,None,https://pressroom.toyota.com/toyota-charges-up-investment-and-jobs-in-u-s-manufacturing/
4/25/24,Toyota Motor Company,Toyota,Toyota Motor Manufacturing Indiana,Expansion 1,Princeton,IN,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2026,No Evidence,"$700,000,000",170,IN08,No Evidence,$0,None,https://pressroom.toyota.com/toyota-charges-up-investment-and-jobs-in-u-s-manufacturing/
4/24/24,Tesla,Tesla,Gigafactory 5,Update,Austin,TX,Multiple Classes,Vehicle Assembly,Operational,2024,No Evidence,,"-2,688",TX35,Good Evidence,$0,None,https://www.houstonchronicle.com/business/article/tesla-layoffs-hit-2-688-austin-area-employees-19417974.php?utm_medium=email
4/23/24,Tesla,Tesla,Tesla Fremont Factory,Update,Fremont,CA,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2024,No Evidence,,"-1,452",CA17,Good Evidence,,Loan Programs Office (LPO),https://www.ktvu.com/news/tesla-to-lay-off-thousands-of-employees-in-fremont-and-palo-alto
4/22/24,Bollinger Innovations,Mullen Automotive,Mullen Fullerton,Update,Fullerton,CA,Batteries,Cells; Packs,Under Construction,2025,No Evidence,,200,CA46,No Evidence,$0,None,https://news.mullenusa.com/mullens-new-high-energy-facility-marks-phase-one-completion-of-battery-pack-assembly-line
4/17/24,Tesla,Tesla,Gigafactory 2,Update,Buffalo,NY,EV Charging,Charging Units,Operational,2024,No Evidence,,-284,NY26,No Evidence,$0,None,https://www.cnbc.com/2024/04/17/tesla-is-laying-off-285-employees-in-buffalo-new-york-as-part-of-a-broad-restructuring.html
4/12/24,Honda Motor Company,Honda,Marysville Auto Plant,Update,Marysville,OH,Batteries,Packs,Canceled,2025,No Evidence,,300,OH04,Good Evidence,$0,None,https://hondanews.com/en-US/honda-corporate/releases/release-c0e904130abdddafe05400397a01473d-honda-progress-in-establishment-of-ev-hub-in-ohio-will-lead-to-ev-production-in-north-america
4/12/24,Orion SA,Orion SA,La Porte Additives Facility,Update,La Porte,TX,Batteries,Electrolytes and Electrolyte Inputs,Under Construction,2025,No Evidence,,,TX36,No Evidence,$0,None,https://investor.orioncarbons.com/financial-press-releases/press-releases-details/2024/Orion-S.A.-Breaks-Ground-on-Battery-Materials-Plant-in-Texas/default.aspx
4/11/24,EnergiSpot,EnergiSpot,EnergiSpot VERK Plant,Original,Spanish Fork,UT,EV Charging,Charging Units,Planned,,No Evidence,"$7,300,000",90,,No Evidence,,None,https://business.utah.gov/tax-credits/energispot-to-grow-in-utah-county/
4/11/24,Green Li-ion,Green Li-ion,Oklahoma Recycling Facility,Update,Atoka,OK,Battery Recycling,Remanufacturing,Operational,2024,No Evidence,,20,OK02,No Evidence,$0,None,https://www.greenli-ion.com/post/green-li-ion-launches-north-americas-first-commercial-scale-plant-to-produce-recycled-lithium-ion-engineered-battery-materials
4/8/24,Graphjet Technology,Graphjet,Nevada Artificial Graphite Facility,Original,,NV,Minerals,Graphite,Planned,2026,No Evidence,"$175,000,000",500,,No Evidence,$0,None,https://www.globenewswire.com/news-release/2024/04/08/2859056/0/en/Graphjet-Technology-to-Build-New-Agricultural-Waste-to-Graphite-Production-Facility-in-Nevada.html
4/5/24,Ford Motor Company,Ford,BlueOval Tennessee Truck Plant,Update,Stanton,TN,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2026,No Evidence,,,TN08,Good Evidence,,Loan Programs Office (LPO),https://tennesseestar.com/economy/ford-delays-production-of-new-electric-truck-to-be-manufactured-at-blueoval-city/khousler/2024/04/05/
4/1/24,Tesla,Tesla,Gigafactory 5,Update,Austin,TX,Multiple Classes,Vehicle Assembly,Operational,2024,No Evidence,,"2,277",TX35,Good Evidence,$0,None,https://www.bloomberg.com/news/articles/2024-04-01/elon-musk-boosts-headcount-by-86-at-tesla-tsla-site-anchoring-texas-empire
3/27/24,Arrival,Arrival,Charlotte Microfactory,Update,Charlotte,NC,Multiple Classes,Vehicle Assembly,Canceled,2024,No Evidence,"($41,200,000)",-250,NC14,No Evidence,,None,https://www.electrive.com/2024/03/27/canoo-takes-over-arrivals-production-equipment/
3/27/24,Arrival,Arrival,High Voltage Battery Module Assembly Plant,Update,Charlotte,NC,Batteries,Modules,Canceled,2024,No Evidence,"($11,500,000)",-150,NC14,No Evidence,,None,https://www.electrive.com/2024/03/27/canoo-takes-over-arrivals-production-equipment/
3/27/24,Arrival,Arrival,Rock Hill Microfactory,Update,Rock Hill,SC,Multiple Classes,Vehicle Assembly,Canceled,2024,No Evidence,"($46,000,000)",-240,SC05,No Evidence,,None,https://www.electrive.com/2024/03/27/canoo-takes-over-arrivals-production-equipment/
3/27/24,Ford Motor Company,Ford,Rouge Electric Vehicle Center,Update,Dearborn,MI,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2024,Good Evidence,,"-1,400",MI12,Good Evidence,$0,None,https://www.freep.com/story/money/cars/ford/2024/03/27/ford-rouge-electric-vehicle-center-dearborn-cuts/73117641007/
3/26/24,AESC,AESC,Florence Gigafactory - Factory 2,Original,,SC,Batteries,Cells,Canceled,2027,No Evidence,"$1,500,000,000","1,080",,No Evidence,$0,None,"https://governor.sc.gov/news/2024-03/aesc-grows-florence-county-operations-second-expansion-4-months#:~:text=COLUMBIA%2C%20S.C.%20%E2%80%93%20AESC%2C%20a,will%20create%201%2C080%20new%20jobs."
3/20/24,Graphite One,Graphite One,Graphite One Secondary Treatment Plant,Original,Warren,OH,Minerals,Anode Materials,Planned,2028,No Evidence,"$435,000,000",160,OH14,No Evidence,$0,None,https://www.graphiteoneinc.com/graphite-one-selects-ohios-voltage-valley-for-graphite-anode-material-manufacturing-plant/
3/20/24,H&T,H&T,De Soto Facility,Original,Kansas City,KS,Batteries,Cells,Planned,2025,No Evidence,"$110,000,000",180,,No Evidence,$0,None,https://www.kansascommerce.gov/2024/03/governor-kelly-announces-ht-recharge-investing-110m-creating-180-jobs-as-new-panasonic-supplier/
3/14/24,Lithium Americas,Lithium Nevada,Thacker Pass (JV),Update,,NV,Minerals,Lithium,Under Construction,2026,No Evidence,"$275,000,000",180,,No Evidence,"$1,130,000,000",Loan Programs Office (LPO),https://www.energy.gov/lpo/articles/lpo-announces-conditional-commitment-lithium-americas-corp-help-finance-construction
3/14/24,Lithium Americas,Lithium Nevada,Thacker Pass (JV),Update,,NV,Minerals,Lithium,Under Construction,2026,No Evidence,"$335,000,000",,,No Evidence,,Loan Programs Office (LPO),https://lithiumamericas.com/news/news-details/2024/Lithium-Americas-Provides-a-Thacker-Pass-Construction-Plan-Update/default.aspx
3/13/24,Advanced Nano Products,Advanced Nano,Hardin County Manufacturing Facility,Update,Elizabethtown,KY,Batteries,Electrolytes and Electrolyte Inputs,Under Construction,2024,No Evidence,,,KY02,No Evidence,$0,None,https://eifky.org/anp-usa/
3/12/24,General Motors,General Motors,Ultium Cells Warren (JV),Update,Lordstown,OH,Batteries,Cells,Operational,2024,Good Evidence,,450,OH14,No Evidence,,Loan Programs Office (LPO),https://www.tribtoday.com/news/local-news/2024/03/former-gm-lordstown-plant-workers-get-details-about-transfer/
3/12/24,LG Corporation,LG Energy Solution,Ultium Cells Warren (JV),Update,Lordstown,OH,Batteries,Cells,Operational,2024,Good Evidence,,450,OH14,No Evidence,,Loan Programs Office (LPO),https://www.tribtoday.com/news/local-news/2024/03/former-gm-lordstown-plant-workers-get-details-about-transfer/
3/11/24,Blink Charging,Blink Charging,SemaConnect Manufacturing Facility,Update,Bowie,MD,EV Charging,Charging Units,Operational,2024,No Evidence,,90,MD05,No Evidence,$0,None,https://www.washingtoninformer.com/blink-charging-md-climate-jobs/
3/7/24,Rivian,Rivian,Georgia Manufacturing Plant,Update,Social Circle,GA,Light-Duty (Class 1-2),Vehicle Assembly,Under Construction,2026,No Evidence,,,GA10,Good Evidence,,Loan Programs Office (LPO),https://www.nytimes.com/2024/03/07/business/economy/rivian-georgia-factory.html
3/6/24,LT Precision,LT Precision,Michigan Manufacturing & HQ,Original,Holland,MI,Batteries,Battery Pack Components,Planned,,No Evidence,"$43,200,000",70,MI04,No Evidence,$0,None,https://www.michigan.gov/whitmer/news/press-releases/2024/03/06/whitmer-announces-70-new-jobs-coming-to-holland-by-korea-based-lt-precision
3/1/24,Piston,Piston,Piston Motors Auburn Hills Parts Facility,Original,Auburn Hills,MI,Parts,Other Electrification Components,Under Construction,,No Evidence,"$278,000,000",963,MI11,No Evidence,$0,None,https://www.michigan.gov/mdot/news-outreach/pressreleases/2024/03/01/transportation-grant-will-support-redevelopment-efforts-at-site-of-former-palace-of-auburn-hills
2/29/24,UBE,UBE,Waggaman Manufacturing Facility,Update,Waggaman,LA,Batteries,Electrolytes and Electrolyte Inputs,Under Construction,2026,No Evidence,,47,LA02,No Evidence,$0,None,https://www.opportunitylouisiana.gov/project/10951
2/26/24,Schaeffler,Schaeffler,Dover Manufacturing Facility,Original,Dover,OH,Parts,Electric Axles,Planned,2025,No Evidence,"$230,000,000",450,OH06,No Evidence,$0,None,https://www.schaeffler.com/en/media/press-releases/press-releases-detail.jsp?id=88008960
2/26/24,"Toyota Motor Company, Fujihatsu",Fujihatsu & Toyotsu Battery Components,Liberty Battery Components Plant,Original,Liberty,NC,Batteries,Battery Enclosures,Under Construction,2025,No Evidence,"$60,000,000",133,,No Evidence,$0,None,https://www.taiamerica.com/fujihatsu-tech-and-toyota-tsusho-america-establish-joint-venture-in-the-us-to-manufacture-prismatic-cell-cases-and-cell-covers-for-automotive-batteries/
2/22/24,Cirba Solutions,Cirba Solutions,Lancaster Recycling Plant,Update,Lancaster,OH,Battery Recycling,Remanufacturing; Lithium Carbonate,Operational,2024,No Evidence,"$150,000,000",,OH12,No Evidence,,Battery Materials Processing and Battery Manufacturing Recycling Grants,"https://www.cirbasolutions.com/cirba-solutions-hosts-u-s-doe-showcasing-leadership-in-critical-materials-infrastructure/#:~:text=Cirba%20Solutions%20is%20investing%20more%20than%20%24400%20million%20in%20the,than%20100%20new%20generational%20jobs."
2/16/24,Jing-Jin,Jing-Jin,Farmington Hills Manufacturing Facility,Original,Farmington Hills,MI,Parts,EV Drive Units; Power Electronics,Planned,,No Evidence,"$16,500,000",100,MI11,No Evidence,$0,None,https://www.areadevelopment.com/newsitems/2-22-2024/jing-jin_electric-north-america-farmington-hills-michigan.shtml
2/12/24,Jasper Holdings,Weller Truck Parts,Wyoming Remanufacturing Facility,Original,Wyoming,MI,Parts,Electric Axles,Under Construction,2024,No Evidence,,,MI03,No Evidence,$0,None,https://www.truckpartsandservice.com/business/mergers-acquisitions/article/15663960/weller-truck-acquires-cuttingedge-manufacturing-facility
2/9/24,Volvo Group,Mack Trucks,Roanoke Valley Operations,Original,Salem,VA,Medium-Duty (Class 3-6),Vehicle Assembly,Operational,2025,No Evidence,,,VA09,No Evidence,$0,None,https://www.macktrucks.com/mack-news/2024/mack-invests-14-5-million-in-roanoke-valley-operations-expansion
2/6/24,Toyota Motor Company,Toyota,Toyota Motor Manufacturing Kentucky,Expansion 2,Georgetown,KY,Batteries,Packs,Planned,2025,No Evidence,"$650,000,000",,KY06,No Evidence,$0,None,https://pressroom.toyota.com/toyota-bringing-battery-electric-vehicle-production-to-kentucky/
2/6/24,Toyota Motor Company,Toyota,Toyota Motor Manufacturing Kentucky,Expansion 2,Georgetown,KY,Light-Duty (Class 1-2),Vehicle Assembly,Planned,2025,No Evidence,"$650,000,000",,KY06,No Evidence,$0,None,https://pressroom.toyota.com/toyota-bringing-battery-electric-vehicle-production-to-kentucky/
2/6/24,ZF Fridrichshafen AG,ZF,ZF Gray Court,Original,Gray Court,SC,Parts,Electric Powertrains,Under Construction,2025,No Evidence,"$500,000,000",400,SC03,No Evidence,$0,None,https://press.zf.com/press/en/releases/release_65730.html
1/31/24,Livingston Energy,Livingston Energy,Rotterdam Manufacturing Facility,Original,Schenectady,NY,EV Charging,Charging Units,Planned,,No Evidence,,,NY20,No Evidence,$0,None,https://www.dailygazette.com/news/livingston-energy-group-expanding-to-rotterdam-industrial-park/article_d8f6feec-ce3d-57a3-9a12-9bcc25c53493.html
1/25/24,Redwood Materials,Redwood Materials,South Carolina Battery Materials Campus,Update,Charleston,SC,Battery Recycling,Remanufacturing; Cathode Materials,Operational,2024,No Evidence,,,SC01,No Evidence,$0,None,https://charlestonbusiness.com/works-begins-on-3-5b-ev-battery-plant-in-berkeley-county/
1/22/24,TAB,TAB,Liberty Manufacturing Facility & HQ,Original,Liberty,MO,Batteries,Packs,Under Construction,2024,No Evidence,"$7,500,000",25,MO06,No Evidence,$0,None,https://ded.mo.gov/press-room/tab-establish-first-us-headquarters-facility-liberty-creating-50-jobs
1/18/24,Cummins,Accelera,Amplify Battery Manufacturing Facility (JV),Original,Byhalia,MS,Batteries,Cells,Under Construction,2027,No Evidence,"$570,000,000",600,,No Evidence,$0,None,https://www.paccar.com/news/current-news/2024/accelera-by-cummins-daimler-truck-and-paccar-select-mississippi-for-battery-cell-production-in-the-united-states/
1/18/24,Daimler Truck,Daimler Truck,Amplify Battery Manufacturing Facility (JV),Original,Byhalia,MS,Batteries,Cells,Under Construction,2027,No Evidence,"$570,000,000",600,,No Evidence,$0,None,https://www.paccar.com/news/current-news/2024/accelera-by-cummins-daimler-truck-and-paccar-select-mississippi-for-battery-cell-production-in-the-united-states/
1/18/24,EVE Energy,EVE Energy,Amplify Battery Manufacturing Facility (JV),Original,Byhalia,MS,Batteries,Cells,Under Construction,2027,No Evidence,"$190,000,000",200,,No Evidence,$0,None,https://www.paccar.com/news/current-news/2024/accelera-by-cummins-daimler-truck-and-paccar-select-mississippi-for-battery-cell-production-in-the-united-states/
1/18/24,Paccar,Paccar,Amplify Battery Manufacturing Facility (JV),Original,Byhalia,MS,Batteries,Cells,Under Construction,2027,No Evidence,"$570,000,000",600,,No Evidence,$0,None,https://www.paccar.com/news/current-news/2024/accelera-by-cummins-daimler-truck-and-paccar-select-mississippi-for-battery-cell-production-in-the-united-states/
1/15/24,LG Corporation,LG Energy Solution,Fort Worth Facility,Original,Fort Worth,TX,EV Charging,Charging Units,Operational,2024,No Evidence,,,TX26,No Evidence,$0,None,https://www.lgcorp.com/media/release/27234
1/12/24,Unitech,Unitech,Warren County Facility,Original,,TN,Batteries,Battery Pack Components,Planned,,No Evidence,"$30,000,000",75,,No Evidence,$0,None,https://www.tn.gov/ecd/news/2024/1/12/-governor-lee--commissioner-mcwhorter-announce-unitech-north-america--llc-to-establish-first-us-manufacturing-operations-in-warren-county.html
1/11/24,Stardust Power,Stardust Power,Oklahoma Lithium Refinery,Update,,OK,Minerals,Lithium,Under Construction,2025,No Evidence,"$1,000,000,000",,,No Evidence,$0,None,https://stardust-power.com/stardust-power-selects-muskogee/
1/11/24,SungEel HiTech Co,SungEel HiTech Co,SungEel Recycling Park Indiana,Original,Whitestown,IN,Battery Recycling,Recycling,Planned,2025,No Evidence,,,IN04,No Evidence,$0,None,https://prnewsquare.com/news/industrial/electronic/sungeelhitech-northamerican-recyclingpark
12/20/23,LG Corporation,LG Energy Solution,Clarksville Cathode Manufacturing Plant,Update,Clarksville,TN,Batteries,Cathodes,Under Construction,2026,No Evidence,"($1,600,000,000)",,TN07,No Evidence,$0,None,https://www.electrive.com/2023/12/20/lg-chem-commences-construction-of-mega-cam-factory-in-tennessee/
12/16/23,Lightning eMotors,Lightning eMotors,HQ and Manufacturing Facility,Update,Loveland,CO,Medium-Duty (Class 3-6),Vehicle Assembly,Canceled,2023,No Evidence,,-250,CO04,No Evidence,$0,None,https://www.denverpost.com/2023/12/15/lightning-emotors-receivership-loan-default/
12/12/23,AESC,AESC,Florence Gigafactory - Factory 1,Expansion 1,Florence,SC,Batteries,Cells,Under Construction,2026,No Evidence,"$810,000,000",450,SC07,No Evidence,$0,None,https://wpde.com/news/local/aesc-battery-cell-facility-electric-vehicle-technology-company-expanding-florence-county-new-jobs-governor-mcmaster-announcement
12/11/23,Ford Motor Company,Ford,Rouge Electric Vehicle Center,Update,Dearborn,MI,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2024,Good Evidence,,,MI12,Good Evidence,$0,None,https://www.bloomberg.com/news/articles/2023-12-11/ford-slashes-electric-f-150-plans-in-ominous-sign-for-ev-market?embedded-checkout=true
12/11/23,Hyundai Motor Group,Hyundai Mobis,Mobis North Toledo Battery Assembly Facility,Original,Toledo,OH,Batteries,Modules,Under Construction,2024,No Evidence,"$13,800,000",185,OH09,No Evidence,"$8,154,470",Domestic Manufacturing Conversion Grant Program,https://kaptur.house.gov/media-center/press-releases/congresswoman-kaptur-statement-138-million-investment-new-battery
12/11/23,Star Charge,Star Charge,Columbus Manufacturing Facility,Original,,OH,EV Charging,Charging Units,Planned,2024,No Evidence,,,,No Evidence,$0,None,https://www.prnewswire.com/news-releases/star-charge-expands-its-manufacturing-to-usa-in-central-ohio-to-meet-increasing-needs-302011155.html
12/11/23,UBE,UBE,Waggaman Manufacturing Facility,Original,Waggaman,LA,Batteries,Electrolytes and Electrolyte Inputs,Under Construction,2026,No Evidence,"$500,000,000",9,LA02,No Evidence,$0,None,https://www.fox8live.com/2023/12/11/louisiana-board-approves-80-million-tax-break-ev-battery-chemical-plant-with-9-permanent-jobs-waggaman/
12/1/23,Tesla,Tesla,Tesla Fremont Factory,Update,Fremont,CA,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2023,No Evidence,,"10,000",CA17,Good Evidence,"$155,000,000",Loan Programs Office (LPO),https://digitalassets.tesla.com/tesla-contents/image/upload/IR/TSLA-Q4-2023-Update.pdf
11/30/23,Lion Electric,Lion Electric,Joliet Facility,Update,Channahon,IL,Heavy-Duty (Class 7-8),Vehicle Assembly,Canceled,2023,No Evidence,,-11,IL01,No Evidence,$0,None,https://www.ttnews.com/articles/lion-electric-trucks-layoffs
11/29/23,Capchem Technology,Capchem,Capchem Louisiana Electrolyte Manufacturing Facility,Original,,LA,Batteries,Electrolytes and Electrolyte Inputs,Planned,2028,No Evidence,"$175,000,000",48,,No Evidence,$0,None,https://www.opportunitylouisiana.gov/news/capchem-usa-evaluating-350-million-investment-to-establish-ev-battery-supply-chain-facility-in-louisiana
11/29/23,Sila Nanotechnologies,Sila Nanotechnologies,Moses Lake Facility,Update,"Moses Lake, WA",WA,Batteries,Anodes,Operational,2025,No Evidence,,275,WA04,No Evidence,,Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.spokesman.com/stories/2023/nov/29/moses-lake-could-be-central-to-washingtons-electri/
11/28/23,DNP,DNP,Linwood Battery Pouch Manufacturing Plant,Original,Linwood,NC,Batteries,Cells,Planned,,No Evidence,"$233,000,000",352,,No Evidence,$0,None,https://www.commerce.nc.gov/news/press-releases/2023/11/28/lithium-ion-battery-pouch-manufacturer-selects-davidson-county-its-first-us-operation
11/27/23,Matthews International,Matthews International,Burlington Manufacturing Facility,Original,Burlington,NC,Batteries,Battery Pack Components,Planned,,No Evidence,"$5,000,000",13,NC04,No Evidence,$0,None,https://www.bizjournals.com/triad/news/2023/11/27/matthews-industries-pittsburgh-burlington-nc-ev.html
11/27/23,Microporous,Microporous,Microporous Virginia Manufacturing Facility,Original,Danville,VA,Batteries,Separators,Under Construction,2026,No Evidence,"$50,000,000",141,VA05,No Evidence,"$50,000,000",Advanced Energy Manufacturing and Recycling Program,https://www.energy.gov/mesc/advanced-energy-manufacturing-and-recycling-program-selections
11/21/23,Stardust Power,Stardust Power,Oklahoma Lithium Refinery,Original,,OK,Minerals,Lithium,Under Construction,2025,No Evidence,,,,No Evidence,$0,None,https://www.sec.gov/Archives/edgar/data/1831979/000121390023089287/ea188810ex99-1_globalpart2.htm
11/20/23,Fortescue,Fortescue,U.S. Advanced Manufacturing Center,Original,Detroit,MI,Batteries,Modules,Canceled,2025,No Evidence,"$52,500,000",150,MI13,No Evidence,$0,None,https://www.mlive.com/public-interest/2024/01/australian-company-turning-old-michigan-auto-factory-into-210m-battery-plant.html
11/20/23,Fortescue,Fortescue,U.S. Advanced Manufacturing Center,Original,Detroit,MI,EV Charging,Charging Units,Canceled,2025,No Evidence,"$52,500,000",150,MI13,No Evidence,$0,None,https://www.mlive.com/public-interest/2024/01/australian-company-turning-old-michigan-auto-factory-into-210m-battery-plant.html
11/14/23,Forge Nano,Forge Nano,Forge Battery North Carolina,Original,Morrisville,NC,Batteries,Cells,Under Construction,2026,No Evidence,"$82,500,000",102,NC02,No Evidence,,Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.commerce.nc.gov/news/press-releases/2023/11/14/governor-cooper-announces-new-lithium-ion-battery-plant-planned-morrisville
11/14/23,LG Corporation,LG Energy Solution,Holland Battery Factory,Update,Holland,MI,Batteries,Cells; Packs,Operational,2025,No Evidence,,-170,MI04,No Evidence,$0,None,https://koreajoongangdaily.joins.com/news/2023-11-14/business/industry/Korean-battery-makers-cut-US-jobs-as-EV-demand-declines/1912836
11/14/23,Toyota Motor Company,TIESNA,Pendergrass Campus,Original,Pendergrass,GA,Parts,Power Electronics,Planned,2025,No Evidence,"$69,000,000",250,GA10,No Evidence,$0,None,https://gov.georgia.gov/press-releases/2023-11-14/gov-kemp-toyota-industries-corporation-expands-georgia-presence-creating
11/13/23,Bollinger Innovations,Mullen Automotive,Monrovia Manufacturing Facility,Update,Monrovia,CA,Batteries,Packs,Canceled,2023,No Evidence,,,CA31,No Evidence,$0,None,https://www.globenewswire.com/news-release/2023/11/13/2779134/0/en/Mullen-Expands-US-Battery-Operations-Moves-to-Solid-State-Polymer-Pack-Testing-as-EV-Business-Scales.html
