name,institution_type,latitude,longitude
Ennis Power Company LLC,Power Plant,32.32,-96.675
Wheatland Generating Facility,Power Plant,38.6716,-87.2931
Oneta Energy Center,Power Plant,36.0119,-95.6967
Freestone Energy Center,Power Plant,31.8907,-96.1131
Greenville Electric Generating Station,Power Plant,40.075783,-84.615136
Montpelier Electric Generating Station,Power Plant,40.6206,-85.3057
Jack County,Power Plant,33.101,-97.9574
Liberty Electric Power Plant,Power Plant,39.8614,-75.3358
Marshall Energy Facility,Power Plant,37.0286,-88.3958
Handsome Lake Energy LLC,Power Plant,41.2908,-79.8061
Audrain Generating Station,Power Plant,39.3092,-91.5369
Lee Energy Facility,Power Plant,41.8287,-89.4054
Energy Shelby County,Power Plant,39.2794,-88.4772
NRG Rockford I,Power Plant,42.238558,-89.101202
Red Oak Power LLC,Power Plant,40.448674,-74.348879
Hog Bayou Energy Center,Power Plant,30.7478,-88.0575
Santa Rosa Energy Center,Power Plant,30.5664,-87.115
Doyle Energy Facility,Power Plant,33.837699,-83.699577
"Darby Power, LLC",Power Plant,39.7139,-83.1778
University Park South,Power Plant,41.440893,-87.753189
Gleason Generating Facility,Power Plant,36.2454,-88.612
Crete Energy Venture LLC,Power Plant,41.429444,-87.6187
Whiting Clean Energy,Power Plant,41.6739,-87.4775
Bowling Green Generating Station,Power Plant,41.397369,-83.641236
Galion Generating Station,Power Plant,40.7167,-82.789
Napoleon Peaking Station,Power Plant,41.4079,-84.1095
Lake Benton II,Power Plant,44.129369,-96.116971
Edward L. Addison Generating Plant,Power Plant,32.9111,-84.3064
TVA Southaven Combined Cycle,Power Plant,34.9939,-90.0378
Jackson Generating Station,Power Plant,42.2488,-84.3767
Tenaska Lindsay Hill Generating Station,Power Plant,32.6514,-86.7386
State Farm Support Center East,Power Plant,34.086,-84.245
Ceredo Generating Station,Power Plant,38.3681,-82.5339
Beaver Creek Gas Plant,Power Plant,42.8475,-108.3136
Aurora,Power Plant,41.8151,-88.2265
Arlington Valley Energy Facility,Power Plant,33.3417,-112.8897
Front Range Power Plant,Power Plant,38.6281,-104.7069
Big Sandy Peaker Plant,Power Plant,38.3441,-82.5938
Wolf Hills Energy,Power Plant,36.6644,-82.1044
Storm Lake II,Power Plant,42.8417,-95.405
Medway Hydro,Power Plant,45.6072,-68.5453
Decatur Energy Center,Power Plant,34.6292,-87.0214
Morgan Energy Center,Power Plant,34.6397,-87.0639
Blythe Energy Inc,Power Plant,33.6157,-114.6865
Calumet Energy Team LLC,Power Plant,41.6835,-87.5563
New Covert Generating Facility,Power Plant,42.32238,-86.29368
Fairless Energy Center,Power Plant,40.1475,-74.7411
Channel Energy Center LLC,Power Plant,29.7189,-95.2319
Baconton Power Plant,Power Plant,31.3869,-84.08
Gila River Power Block 4,Power Plant,32.975,-112.6944
Calvert City,Power Plant,37.048333,-88.353889
Air Products Port Arthur,Power Plant,29.866497,-93.96515
BASF Freeport Works,Power Plant,29.002,-95.394
Ingleside Cogeneration,Power Plant,27.882778,-97.242778
Fore River Generating Station,Power Plant,42.2422,-70.9661
Indian River,Power Plant,28.493176,-80.780246
Athens Regional Medical Center,Power Plant,33.9625,-83.3981
Wise County Power LLC,Power Plant,33.0583,-97.9103
Chuck Lenzie Generating Station,Power Plant,36.383719,-114.921779
Baytown Energy Center,Power Plant,29.7731,-94.9019
Hermiston Power Partnership,Power Plant,45.794046,-119.313323
Washington County Power LLC,Power Plant,33.092239,-82.979992
Delta Energy Center,Power Plant,38.0169,-121.8439
Holland Energy Facility,Power Plant,39.223144,-88.758406
Ironwood LLC,Power Plant,40.3509,-76.3658
Phoenix Wind Power LLC,Power Plant,33.916667,-116.55
Dell Power Station,Power Plant,35.8619,-90.0253
Woodstock Windfarm,Power Plant,43.985833,-96.078611
Luna Energy Facility,Power Plant,32.299349,-107.7834
Otay Mesa Generating Project,Power Plant,32.581481,-116.914969
Armstrong,Power Plant,40.638021,-79.351725
Troy Energy LLC,Power Plant,41.47724,-83.45983
Pleasants Energy LLC,Power Plant,39.3325,-81.3642
Dresden Energy Facility,Power Plant,40.0928,-82.0276
Lakota Ridge LLC,Power Plant,44.39956,-96.428367
Shaokatan Hills LLC,Power Plant,44.421711,-96.434694
Jack Fusco Energy Center,Power Plant,29.4731,-95.6244
Cottonwood Energy Project,Power Plant,30.2588,-93.7353
Sugar Creek Power,Power Plant,39.3931,-87.5108
Exelon LaPorte Generating Station,Power Plant,29.7028,-95.0718
Hamakua Energy Plant,Power Plant,20.0939,-155.4711
"Green Mountain Storage, LLC",Power Plant,39.851389,-79.070556
Harquahala Generating Project,Power Plant,33.47596,-113.113434
Astoria Energy,Power Plant,40.7825,-73.8964
Gans,Power Plant,39.7475,-79.838888
Union Power Station,Power Plant,33.296146,-92.589364
Commonwealth Chesapeake,Power Plant,37.9892,-75.54
Thomas A Smith Energy Facility,Power Plant,34.7094,-84.9175
Columbia Energy Center (SC),Power Plant,33.8697,-81.0178
State Farm Insur Support Center Central,Power Plant,32.9192,-96.9894
RockGen Energy Center,Power Plant,42.9767,-89.0492
Zion Energy Center,Power Plant,42.4776,-87.895
Metcalf Energy Center,Power Plant,37.2207,-121.7457
Crossroads Energy Center,Power Plant,34.183,-90.5621
Washington Energy Facility,Power Plant,39.58,-81.6564
Elk Hills Power LLC,Power Plant,35.280318,-119.470707
Rolling Hills Generating,Power Plant,39.0839,-82.3328
Renaissance Power Plant,Power Plant,43.1864,-84.8429
Carville Energy LLC,Power Plant,30.2294,-91.065
Athens Generating Plant,Power Plant,42.2728,-73.8492
Bobby C Smith Jr Energy Facility,Power Plant,32.277252,-81.284411
Calhoun Energy Center,Power Plant,33.5883,-85.9731
Hillabee Energy Center,Power Plant,33.000669,-85.903278
Osprey Energy Center Power Plant,Power Plant,28.0525,-81.8083
Shady Hills Generating Station,Power Plant,28.3665,-82.558611
Vandolah Power Station,Power Plant,27.523607,-81.923951
Raccoon Creek Energy Center,Power Plant,38.6996,-88.5392
Hot Spring Generating Facility,Power Plant,34.29759,-92.868344
Plaquemine Cogeneration Plant,Power Plant,30.3217,-91.2347
Kentucky Mills,Power Plant,37.8948,-86.6854
Bayou Cove Peaking Power,Power Plant,30.2825,-92.5997
MRP Elgin LLC,Power Plant,42.000061,-88.244572
Tenaska Virginia Generating Station,Power Plant,37.8667,-78.3813
Central Alabama Generating Station,Power Plant,32.6497,-86.74
Columbia Energy Center,Power Plant,39.0192,-92.2629
Magnolia Power Plant,Power Plant,34.835,-89.2026
Fountain Valley Power Facility,Power Plant,38.5569,-104.6875
Red Hawk,Power Plant,33.334562,-112.840641
McClain Energy Facility,Power Plant,35.29774,-97.58985
Indeck Niles Energy Center,Power Plant,41.862114,-86.221394
Redbud Power Plant,Power Plant,35.6856,-97.2264
Deer Park Energy Center,Power Plant,29.713414,-95.134508
Ouachita,Power Plant,32.7061,-92.0683
Green Power 2,Power Plant,29.378097,-94.932773
Neil Simpson Gas Turbine #2,Power Plant,44.285,-105.3786
Lange Generating Station,Power Plant,44.1218,-103.2641
Wygen 1,Power Plant,44.2858,-105.3833
Forney Energy Center,Power Plant,32.7563,-96.4916
Mesquite Generating Station Block 2,Power Plant,33.345047,-112.864227
Goldendale Generating Station,Power Plant,45.8114,-120.833
Washington Parish Energy Center,Power Plant,30.791389,-89.909166
Goose Creek Energy Center,Power Plant,40.106931,-88.599867
CalPeak Power Vaca Dixon Peaker Plant,Power Plant,38.398867,-121.923973
Kiamichi Energy Facility,Power Plant,34.6831,-95.9349
"Lawrenceburg Power, LLC",Power Plant,39.0911,-84.8669
"Waterford Power, LLC",Power Plant,39.5333,-81.7178
Limon Generating Station,Power Plant,39.2038,-103.7005
Frank Knutson,Power Plant,39.941129,-104.682015
CalPeak Power Panoche Peaker Plant,Power Plant,36.652905,-120.580609
CalPeak Power Border Peaker Plant,Power Plant,32.562448,-116.943869
Cuyamaca Peak Energy Plant,Power Plant,32.796491,-116.972071
CalPeak Power Enterprise Peaker Plant,Power Plant,33.121943,-117.117441
Apex Generating Station,Power Plant,36.415999,-114.960916
Fayette Energy Facility,Power Plant,39.8592,-79.9182
Wallingford Energy,Power Plant,41.448694,-72.835364
High Desert Power Plant,Power Plant,34.5953,-117.3647
Sundance,Power Plant,32.9285,-111.5899
York Energy Center,Power Plant,39.7375,-76.306666
MMSD South Shore Wastewater,Power Plant,42.8869,-87.8422
Water Filter Plant #2,Power Plant,35.737748,-81.7278
Escondido Energy Center,Power Plant,33.1261,-117.1172
Chula Vista Energy Center,Power Plant,32.591667,-117.058611
Indigo Energy Facility,Power Plant,33.910873,-116.552994
Larkspur Energy Facility,Power Plant,32.567041,-116.944197
Klamath Expansion Project,Power Plant,42.172718,-121.814393
Hidalgo Energy Center,Power Plant,26.34172,-98.175759
Security,Power Plant,30.3225,-95.2681
Wilmington Hydrogen Plant,Power Plant,33.7803,-118.24
Combined Locks Energy Center,Power Plant,44.2717,-88.3011
FPL Energy Vansycle LLC (WA),Power Plant,46.06,-118.917
Tsar Nicholas LLC,Power Plant,44.42,-96.4347
Sun River LLC,Power Plant,44.4289,-96.4358
Julia Hills LLC,Power Plant,44.4231,-96.4458
Jessica Mills LLC,Power Plant,44.4278,-96.43
Jack River LLC,Power Plant,44.4233,-96.4411
Autumn Hills LLC,Power Plant,44.4131,-96.4325
Winters Spawn LLC,Power Plant,44.2081,-96.1989
Twin Lake Hills LLC,Power Plant,44.2258,-96.2789
Spartan Hills LLC,Power Plant,44.2358,-96.2383
Soliloquoy Ridge LLC,Power Plant,44.2364,-96.2331
Ruthton Ridge LLC,Power Plant,44.2128,-96.2131
Hope Creek LLC,Power Plant,44.2275,-96.2192
Hadley Ridge LLC,Power Plant,44.2253,-96.235
Florence Hills LLC,Power Plant,44.2297,-96.225
Agassiz Beach LLC,Power Plant,47.0053,-96.4356
Llano Estacado Wind Ranch,Power Plant,35.4677,-101.2533
King Mountain Wind Ranch 1,Power Plant,31.2092,-102.2417
GRS Arbor Hills,Power Plant,42.395335,-83.557999
GRS C&C,Power Plant,42.356343,-85.005779
GRS CMS,Power Plant,35.353269,-80.668024
Watchtower Educational Center,Power Plant,41.498392,-73.57456
Perryville Power Station,Power Plant,32.6908,-92.0183
West Valley Generation Project,Power Plant,40.6667,-112.0317
Creed Energy Center,Power Plant,38.242158,-121.854722
Lambie Energy Center,Power Plant,38.221577,-121.868333
Goose Haven Energy Center,Power Plant,38.226752,-121.843271
University Park North,Power Plant,41.4425,-87.7514
Riverside Energy Center,Power Plant,42.583056,-89.035833
Blue Spruce Energy Center,Power Plant,39.747875,-104.681404
Plains End,Power Plant,39.857499,-105.225967
Spring Creek Energy Center,Power Plant,35.7422,-97.655
Chambersburg,Power Plant,39.866944,-77.685833
WFEC GenCo LLC,Power Plant,35.0833,-98.2264
"Pastoria Energy Facility, LLC",Power Plant,34.9556,-118.844
Newington,Power Plant,43.1047,-70.8061
Chehalis Generating Facility,Power Plant,46.6225,-122.9131
Harrison County Power Project,Power Plant,32.3958,-94.4367
Lower Mount Bethel Energy,Power Plant,40.801924,-75.107563
Flambeau Crowley Rapids Project,Power Plant,45.8683,-90.5844
Flambeau Lower Project,Power Plant,45.913526,-90.44746
Higgins Generating Station,Power Plant,35.6139,-115.3561
Bethlehem Power Plant,Power Plant,40.6175,-75.3147
Quantum Choctaw Power LLC,Power Plant,33.3792,-89.2089
Hanford Energy Park Peaker,Power Plant,36.270072,-119.648055
Bayswater Peaking Facility LLC,Power Plant,40.610654,-73.762218
Mint Farm Generating Station,Power Plant,46.138824,-122.985506
Fremont Energy Center,Power Plant,41.377116,-83.161388
Choctaw County,Power Plant,33.2881,-89.4201
Nacogdoches Power,Power Plant,31.832132,-94.90064
Allegheny Energy Units 3 4 & 5,Power Plant,40.545278,-79.768611
Magnet Cove,Power Plant,34.4297,-92.8317
Dean,Power Plant,42.77412,-82.48203
Mountain View I & II,Power Plant,33.9211,-116.5642
Bennett Mountain,Power Plant,43.147153,-115.666637
Gray County Wind Energy,Power Plant,37.613256,-100.378197
Hanging Rock Energy Facility,Power Plant,38.5731,-82.7833
Buchanan Generation LLC,Power Plant,37.175278,-81.961388
Condon Windpower LLC,Power Plant,45.2766,-120.2794
Ridge Crest Wind Partners,Power Plant,40.945911,-103.162028
Montfort Wind Energy Center,Power Plant,42.9625,-90.386667
NWP Indian Mesa Wind Farm,Power Plant,30.931467,-102.201433
Los Esteros Critical Energy Center,Power Plant,37.425,-121.9319
Hardin Generator Project,Power Plant,45.7578,-107.6
Sonoma Central Landfill Phase I,Power Plant,38.3017,-122.7489
Sonoma Central Landfill Phase II,Power Plant,38.3017,-122.7489
Model City Energy Facility,Power Plant,43.2094,-78.9836
Green Knight Energy Center,Power Plant,40.8592,-75.2627
Kiefer Landfill,Power Plant,38.5136,-121.1944
Madison Windpower LLC,Power Plant,42.894722,-75.451666
Noble Ridge LLC,Power Plant,43.754739,-95.853447
Edgewood Energy LLC,Power Plant,40.7861,-73.2931
Shoreham Energy LLC,Power Plant,40.957053,-72.865877
Fenner Wind,Power Plant,42.988989,-75.762536
Woodward Mountain II,Power Plant,30.9514,-102.414067
Woodward Mountain I,Power Plant,30.9514,-102.414067
Otsego Mill Power Plant,Power Plant,42.4628,-85.6961
Marcus Hook Energy LP,Power Plant,39.807038,-75.421606
Valencia Energy Facility,Power Plant,34.611549,-106.732234
Somerset Windpower LLC,Power Plant,39.979167,-79.012778
"Old Gold Energy Center, LLC",Power Plant,43.3833,-93.4167
Mill Run Windpower LLC,Power Plant,39.913408,-79.393644
Henrietta Peaker,Power Plant,36.2397,-119.9044
Kas Brothers Windfarm,Power Plant,44.0119,-96.1125
Gilroy Peaking Energy Center,Power Plant,36.999,-121.5363
King City Peaking,Power Plant,36.224758,-121.124633
Yuba City Energy Center,Power Plant,39.1392,-121.6387
Hawkeye Power Partners LLC,Power Plant,43.047222,-93.4775
Frederickson Power LP,Power Plant,47.086111,-122.365674
Curtis H Stanton Energy Center,Power Plant,28.488246,-81.166944
MNDOT Standby Generation,Power Plant,44.953014,-93.105692
Rocky Mountain Energy Center,Power Plant,40.0908,-104.5953
Island Street Peaking Plant,Power Plant,44.2761,-88.2658
Silverhawk,Power Plant,36.4078,-114.9606
Feather River Energy Center,Power Plant,39.109344,-121.60931
Valero Refinery Cogeneration Unit 1,Power Plant,38.0736,-122.1411
Wolfskill Energy Center,Power Plant,38.228522,-122.07525
Prairie State Generating Station,Power Plant,38.279167,-89.666944
Oak Point Cogen,Power Plant,29.811956,-90.00843
Quinebaug Lower Project,Power Plant,41.798656,-71.886759
Stevens Point Mill,Power Plant,44.3528,-89.5836
Kaheka Hydro,Power Plant,20.8886,-156.3569
Basin Creek Plant,Power Plant,45.9293,-112.5194
Klondike Wind Power,Power Plant,45.5563,-120.5507
Wellhead Power Panoche,Power Plant,36.6535,-120.5783
Sonoma Central Landfill Phase III,Power Plant,38.3017,-122.7489
Sierra Pacific Aberdeen,Power Plant,46.9728,-123.7739
Ridgeview,Power Plant,44.175007,-87.828519
Jasper,Power Plant,32.3594,-81.1242
McMinnville,Power Plant,35.705,-85.7439
Boulder City Silver Lake Hydro,Power Plant,39.991311,-105.50003
Tracy Combined Cycle Power Plant,Power Plant,37.7107,-121.4906
Century Generating Facility,Power Plant,34.0606,-117.3533
Drews Generating Facility,Power Plant,34.0609,-117.3532
NRG Rockford II Energy Center,Power Plant,42.2383,-89.1011
NAEA Ocean Peaking Power LLC,Power Plant,40.0633,-74.1672
Warren County,Power Plant,38.971667,-78.177222
Elk Hills Cogen,Power Plant,35.479146,-119.737464
Agua Mansa Power Plant,Power Plant,34.0414,-117.3603
Pretlow,Power Plant,36.659167,-76.926667
Downtown,Power Plant,36.680278,-76.921944
Riverview Energy Center,Power Plant,38.014423,-121.790679
Brown Station Road Plant II,Power Plant,38.847585,-76.785912
Wansley Combined Cycle,Power Plant,33.406385,-85.036988
Nikiski Combined Cycle,Power Plant,60.676539,-151.377713
Trent Wind Farm,Power Plant,32.4301,-100.235652
Hawkeye Energy Greenport LLC,Power Plant,41.10603,-72.376155
Cosumnes,Power Plant,38.338475,-121.123978
Cass County,Power Plant,40.947913,-95.964026
Hunterstown Power Plant,Power Plant,39.8725,-77.1672
Bluffview,Power Plant,36.716628,-108.215282
Salton Sea Power LLC - Unit 5,Power Plant,33.1533,-115.6384
CE Turbo LLC,Power Plant,33.1669,-115.5114
Palomar Energy,Power Plant,33.1197,-117.117778
Mountaineer Wind Energy Center,Power Plant,39.1828,-79.5372
FPL Energy Vansycle LLC (OR),Power Plant,46.01279,-118.816246
Ashtabula,Power Plant,41.890026,-80.7612
Brady,Power Plant,39.796032,-119.010013
Desert Sky,Power Plant,30.9178,-102.0867
Minot Wind Project,Power Plant,48.021271,-101.280517
Alliant SBD0201 Ingredion,Power Plant,41.97007,-91.66623
Orchard Park,Power Plant,39.9109,-77.6667
Waymart Wind,Power Plant,41.5533,-75.4542
Minwind,Power Plant,43.5564,-96.303611
Mount Clinton,Power Plant,38.4681,-78.865
Pleasant Valley (VA),Power Plant,38.4006,-78.8983
Hancock County Wind Energy Center,Power Plant,43.052758,-93.629956
Cabazon Wind Partners,Power Plant,33.9172,-116.735
Whitewater Hill Wind Partners,Power Plant,33.925,-116.617778
Exira,Power Plant,41.514365,-94.919729
Walton Bainbridge Power Facility,Power Plant,30.910985,-84.547304
Grimes Way,Power Plant,46.7289,-117.1514
AMEA Peaking,Power Plant,33.1661,-86.2825
Waste Water Plant Generator,Power Plant,37.227778,-96.989722
Traer East,Power Plant,42.1817,-92.4663
Donald Von Raesfeld Power Plant,Power Plant,37.3767,-121.9508
Fox Energy Center,Power Plant,44.3204,-88.208889
Equus Freeport Power,Power Plant,40.6439,-73.5683
Smithfield Packaged Meats Corp.,Power Plant,35.694344,-77.91919
WWTP Power Generation Station,Power Plant,37.8258,-122.2961
UMCP CHP Plant,Power Plant,38.985844,-76.935478
H. Gonzales,Power Plant,33.9986,-118.2219
Malburg,Power Plant,33.9986,-118.2219
Magnolia Power Project,Power Plant,34.1786,-118.3153
CPV Towantic Energy Center,Power Plant,41.481243,-73.123108
Inner Harbor East Heating,Power Plant,39.283677,-76.59941
THUMS,Power Plant,33.7684,-118.2141
"Meyersdale Windpower, LLC",Power Plant,39.790739,-79.002047
Casey City of,Power Plant,39.310555,-87.992592
G McNeilus Wind Farm Dodge Center,Power Plant,43.978486,-92.851078
Hana Substation,Power Plant,20.765833,-155.996111
"High Point, Fairfield",Power Plant,35.924393,-79.990124
"Statesville, Highway 64",Power Plant,35.798462,-80.942709
"Shelby, Toms Street",Power Plant,35.3036,-81.5225
"Morganton, Parker Road",Power Plant,35.7208,-81.66243
Lexington Health Center,Power Plant,35.830877,-80.242154
Elm Road Generating Station,Power Plant,42.8492,-87.8336
Berlin Landfill Gas,Power Plant,43.9603,-88.9158
Diesel Generators,Power Plant,43.0802,-89.3747
Alliant SBG 9802 Toyota,Power Plant,42.02771,-91.7111
High Winds LLC,Power Plant,38.1381,-121.8053
ABC Coke,Power Plant,33.582793,-86.779866
Walnut Energy Center,Power Plant,37.4878,-120.8956
SJ/SC WPCP,Power Plant,37.4344,-121.9464
Blue Canyon Windpower,Power Plant,34.850781,-98.577311
Blacksand Generating Facility,Power Plant,33.9328,-117.855
South Dakota Wind Energy Cente,Power Plant,44.5492,-99.5
TransAlta Wyoming Wind,Power Plant,41.2874,-110.5556
Oklahoma Wind Energy Center,Power Plant,36.603967,-99.340047
New Mexico Wind Energy Center,Power Plant,34.63566,-104.04733
Hillsboro,Power Plant,47.396944,-97.060555
FPL Energy North Dakota Wind I/II,Power Plant,46.327169,-98.898356
St. Charles Power Plant,Power Plant,43.9742,-92.0597
Currant Creek,Power Plant,39.82144,-111.89345
Mankato Energy Center,Power Plant,44.1988,-94.003
Kimball Wind,Power Plant,41.2736,-103.6983
T J Labbe Electric Generating,Power Plant,30.2554,-92.0433
Brazos Wind Farm,Power Plant,32.94793,-101.147784
Mountain View III,Power Plant,33.9141,-116.5914
IMEA Highland,Power Plant,38.7417,-89.6847
IMEA Flora,Power Plant,38.6658,-88.4625
Flora Site A,Power Plant,38.6693,-88.4635
Flora Site B,Power Plant,38.6714,-88.4894
Middlesex County Utilities Authority,Power Plant,40.4903,-74.3156
Lee County Landfill,Power Plant,34.181042,-80.267777
Richland County Landfill,Power Plant,34.102996,-80.790494
Springville Hydroelectric,Power Plant,34.2253,-119.0858
Macon Energy Center,Power Plant,39.748975,-92.384476
Thermal Kem,Power Plant,34.8894,-81.0725
Valenite,Power Plant,34.65724,-83.03832
Honea Path,Power Plant,34.44128,-82.3652
Regional Wastewater Control Facility,Power Plant,37.9369,-121.3294
Ripon Generation Station,Power Plant,37.7315,-121.116
Anderson Erickson,Power Plant,41.6014,-93.5765
Neptune Gas Processing Plant,Power Plant,29.7336,-91.4431
Jamaica Bay Peaking,Power Plant,40.6097,-73.762200000000007
Riverside Energy Resource Center,Power Plant,33.9636,-117.4528
Springs Generating Station,Power Plant,33.9308,-117.2933
False Island,Power Plant,55.48918,-133.1345
Viking,Power Plant,55.540708,-133.102344
Ft. Pierre,Power Plant,44.368056,-100.380833
McIntosh Combined Cycle Facility,Power Plant,32.3478,-81.1817
South Harper,Power Plant,38.6803,-94.4824
Freeport Energy Center,Power Plant,28.988761,-95.395417
"Mendota Hills, LLC",Power Plant,41.7194,-89.0492
Ainsworth Wind,Power Plant,42.4489,-99.8917
Kennecott Power Plant,Power Plant,40.7119,-112.1225
Faribault Energy Park,Power Plant,44.3356,-93.290556
Sheboygan Falls,Power Plant,43.751826,-87.878056
Flying Cloud Power Partners LLC,Power Plant,43.3897,-95.2997
Colorado Green Holdings LLC,Power Plant,37.7033,-102.6231
Moraine Wind LLC,Power Plant,44.0667,-96.0667
Nebo Power Station,Power Plant,40.0614,-111.7294
Genoa Diesel Generating Station,Power Plant,41.5092,-83.3606
Red Bluff,Power Plant,40.1501,-122.2124
Chowchilla II,Power Plant,37.1073,-120.2485
Pinelawn Power LLC,Power Plant,40.736611,-73.388424
"Waterside Power, LLC",Power Plant,41.0372,-73.5564
Central Michigan University,Power Plant,43.590456,-84.779
Georgia-Pacific Wauna Mill,Power Plant,46.153955,-123.40658
Medford Operation,Power Plant,42.355517,-122.904642
Dike City Power Plant,Power Plant,42.4622,-92.6264
Combine Hills I,Power Plant,45.943,-118.591
Zeltmann,Power Plant,40.7889,-73.9069
TG Windfarm LLC,Power Plant,43.9897,-96.2236
CG Windfarm LLC,Power Plant,43.9931,-96.2186
Bisson Windfarm LLC,Power Plant,43.984444,-96.219444
Tofteland Windfarm LLC,Power Plant,43.980278,-96.223333
Westridge Windfarm LLC,Power Plant,43.988611,-96.215556
Fey Windfarm LLC,Power Plant,44.0364,-96.0736
Windcurrent Farms LLC,Power Plant,44.0236,-96.0789
K-Brink Windfarm LLC,Power Plant,44.0197,-96.1183
DL Windy Acres LLC,Power Plant,43.651389,-95.368611
S&P Windfarm LLC,Power Plant,43.651389,-95.3825
Boeve Windfarm LLC,Power Plant,44.05,-96.0933
B&K Energy Systems LLC,Power Plant,43.651389,-95.3755
Sweetwater Wind 1 LLC,Power Plant,32.3606,-100.3389
Sweetwater Wind 2 LLC,Power Plant,32.3472,-100.3703
Allendorf,Power Plant,43.4,-95.6333
TS Power Plant,Power Plant,40.7461,-116.5297
Aeolus Wind Facility,Power Plant,36.4725,-101.3278
Bowling Green Wind,Power Plant,41.3786,-83.7383
Port Westward,Power Plant,46.17894,-123.172039
Prescott Airport,Power Plant,34.6584,-112.4008
Cogeneration 1,Power Plant,32.229922,-110.952797
Emory Hillandale Hospital,Power Plant,33.7036,-84.1494
Miramar Energy Facility,Power Plant,32.8769,-117.166389
EG178 Facility,Power Plant,32.747058,-100.954661
Caithness Long Island Energy Center,Power Plant,40.8142,-72.9403
Lake Side Power Plant,Power Plant,40.331667,-111.754167
Groton Generation Station,Power Plant,45.3735,-98.098689
Malaga Power LLC,Power Plant,36.68957,-119.73989
Buffalo Gap Wind Farm,Power Plant,32.311556,-100.061589
Cannon Falls Energy Center,Power Plant,44.536688,-92.915528
Kindred School,Power Plant,46.64974,-97.00953
State Auto Insurance,Power Plant,45.220717,-96.616781
Stevens Community Medical Center,Power Plant,45.585,-95.9042
Shell Chemical,Power Plant,30.187508,-90.983963
Anson County Generation Facility,Power Plant,34.968651,-79.921738
Ontario LFGTE,Power Plant,42.8586,-77.0872
Intrepid,Power Plant,42.5539,-95.3283
Century,Power Plant,42.5644,-93.6369
Millcreek Power Generation,Power Plant,37.112092,-113.516581
Hopkins Ridge Wind,Power Plant,46.4211,-117.8331
Kapaia Power Station,Power Plant,21.996451,-159.375803
Empire Generating Co LLC,Power Plant,42.625239,-73.750021
"High Point, Pump Station Rd",Power Plant,35.9861,-79.949700000000007
Lexington,Power Plant,35.7736,-80.2594
"Gastonia, Tulip Drive",Power Plant,35.28914,-81.205219
Albemarle Prime Power Park,Power Plant,35.407208,-80.151849
South Fork,Power Plant,55.563333,-132.891111
IBM West,Power Plant,44.0587,-92.5119
Callahan Divide Wind Energy Center,Power Plant,32.303889,-100.021667
Diablo Winds LLC,Power Plant,37.763653,-121.614392
Weatherford Wind Energy Center,Power Plant,35.5094,-98.7346
Valley Queen Cheese,Power Plant,45.221111,-96.637222
Helzel & Schwarzhoff 86,Power Plant,35.0925,-118.3952
ZCO,Power Plant,35.0772,-118.3811
Bavarian LFGTE,Power Plant,38.8608,-84.6556
Green Valley LFGTE,Power Plant,38.396737,-82.808819
Hardin County LFGTE,Power Plant,37.7258,-85.7258
Hargis-Hebert Electric Generating,Power Plant,30.1694,-91.9923
Salem Water Plant,Power Plant,37.2875,-80.0771
Salem Street Dept,Power Plant,37.2794,-80.0447
Maple Ridge Wind Farm,Power Plant,43.7853,-75.5753
Horse Hollow Wind Energy Center,Power Plant,32.214024,-100.05712
Hamlet Generating Facility,Power Plant,34.842311,-79.736087
Caprock Wind Farm,Power Plant,34.980556,-103.353889
Bayway Refinery,Power Plant,40.637554,-74.221219
Kumeyaay Wind,Power Plant,32.705556,-116.3425
Trimont Area Wind Farm,Power Plant,43.7938,-94.8499
Crescent Ridge,Power Plant,41.25,-89.5708
Roseville Energy Park,Power Plant,38.7928,-121.3811
Wind Park Bear Creek,Power Plant,41.235278,-75.753056
Jersey-Atlantic Wind Farm,Power Plant,39.382222,-74.4475
Wolverine Creek,Power Plant,43.4195,-111.8294
Oasis Wind,Power Plant,35.06094,-118.292406
Elk River Wind,Power Plant,37.5797,-96.5503
San Juan Mesa Wind Project LLC,Power Plant,33.9716,-103.8604
Adams Wind Farm,Power Plant,43.554778,-92.724139
Fossil Gulch,Power Plant,42.858056,-114.949444
Trigen St. Louis,Power Plant,38.6359,-90.1809
Sweetwater Wind 3 LLC,Power Plant,32.290833,-100.4219
Shute Creek Facility,Power Plant,41.8805,-110.0904
Coleman Falls,Power Plant,37.5035,-79.3006
Holcomb Rock,Power Plant,37.5035,-79.3006
Raft River Geothermal Power Plant,Power Plant,42.099417,-113.38245
Wygen 2,Power Plant,44.2919,-105.3811
Spring Canyon,Power Plant,40.983,-102.9647
Richard Burdette Geothermal,Power Plant,39.390843,-119.754593
Wild Horse,Power Plant,47.036269,-120.206494
Modern Innovative Energy LLC,Power Plant,43.2094,-78.9836
Colonie LFGTE Facility,Power Plant,42.803325,-73.726741
Delta Power,Power Plant,64.028056,-145.719444
Mustang Station Unit 4,Power Plant,32.974554,-102.743607
Pendleton County LFGTE,Power Plant,38.734218,-84.405901
Harry D Mattison Gas Plant,Power Plant,36.1855,-94.2841
Campbell Industrial Park,Power Plant,21.3025,-158.101667
Gauley River Power Partners,Power Plant,38.21921,-80.89061
Blue Canyon Windpower II,Power Plant,34.8661,-98.6056
Aragonne Wind LLC,Power Plant,34.8147,-105.0108
